ID,Image,Best_MST_Orb,Lowest_RMSE
195,DSC_4109.JPG,1,0.17685665650413201
104,DSC_1934.JPG,1,0.24414403644029845
202,DSC_4309.JPG,1,0.260555538338691
86,DSC_1754.JPG,10,0.04806572578186091
52,DSC_0893.JPG,5,0.09043325555489132
68,DSC_1431.JPG,10,0.03058457019735688
141,DSC_2736.JPG,5,0.11432996248224268
170,DSC_3409.JPG,1,0.17799709690840804
67,DSC_1341.JPG,1,0.23960629864734928
92,DSC_1665.JPG,1,0.21999605334657812
94,DSC_1691.JPG,5,0.11176100470480567
128,DSC_2280.JPG,9,0.06796073935694283
44,DSC_0684.JPG,1,0.16821482548751232
191,DSC_3907.JPG,4,0.15200303737669327
193,DSC_4093.JPG,1,0.2227064734946678
56,DSC_0926.JPG,9,0.06349904172008429
99,DSC_1796.JPG,1,0.2092957835205017
184,DSC_3851.JPG,1,0.1877837802157325
119,DSC_2142.JPG,1,0.19686563089096656
153,DSC_2967.JPG,4,0.1344040973892418
161,DSC_3175.JPG,9,0.044543364502413085
166,DSC_3215.JPG,1,0.2163730485281042
200,DSC_4293.JPG,1,0.25600990759271147
47,DSC_0708.JPG,1,0.17346323969296348
97,DSC_1756.JPG,4,0.1539191380673855
155,DSC_2984.JPG,1,0.15401448203576004
192,DSC_4189.JPG,10,0.02703505740817961
189,DSC_3891.JPG,1,0.2223415784652282
124,DSC_2248.JPG,4,0.15765233298249157
79,DSC_1857.JPG,10,0.021797125577618346
75,DSC_1525.JPG,9,0.1026215018076287
142,DSC_2744.JPG,1,0.20534017250563008
129,DSC_2288.JPG,10,0.04271403497722208
157,DSC_3000.JPG,1,0.13620171318819116
165,DSC_3207.JPG,1,0.1767182154896796
130,DSC_2296.JPG,4,0.16110633911139147
55,DSC_0918.JPG,1,0.14605891015927233
126,DSC_2264.JPG,10,0.04726056942221514
149,DSC_2804.JPG,1,0.22807880101790098
54,DSC_0910.JPG,1,0.17523839675712005
41,DSC_0754.JPG,5,0.09559960185713912
51,DSC_0740.JPG,1,0.1857025147358247
198,DSC_4133.JPG,1,0.20222330402711466
209,DSC_4489.JPG,4,0.17919128052717725
121,DSC_2158.JPG,1,0.18546005220904255
148,DSC_2796.JPG,1,0.13817094587605755
169,DSC_3393.JPG,9,0.0797785008498429
133,DSC_2627.JPG,9,0.09688433181312073
102,DSC_1918.JPG,4,0.16451853217176884
93,DSC_1717.JPG,5,0.13784449302129476
84,DSC_1572.JPG,10,0.04868766441263597
146,DSC_2776.JPG,4,0.16752247071966347
35,DSC_0704.JPG,1,0.15610311252091705
132,DSC_2619.JPG,9,0.10265425989720191
101,DSC_1910.JPG,1,0.18574498970317954
70,DSC_1449.JPG,9,0.060263144820016365
139,DSC_2675.JPG,1,0.2511004676510057
204,DSC_4449.JPG,1,0.24687275851162704
135,DSC_2643.JPG,1,0.2155969596750657
151,DSC_2951.JPG,4,0.16832068954731924
205,DSC_4325.JPG,5,0.18912854935112516
199,DSC_4416.JPG,1,0.25796618368606067
50,DSC_0732.JPG,1,0.16367666613498408
196,DSC_4117.JPG,1,0.19763972407206057
117,DSC_2124.JPG,10,0.09062257667347508
131,DSC_2305.JPG,5,0.13339335138202438
138,DSC_2667.JPG,1,0.18400799258686482
122,DSC_2166.JPG,5,0.15015248212916119
71,DSC_1458.JPG,5,0.15074687214453156
158,DSC_3008.JPG,4,0.15699152401595912
163,DSC_3191.JPG,10,0.07924729785773768
73,DSC_1507.JPG,10,0.03796301523328956
46,DSC_0700.JPG,1,0.22677496218339446
134,DSC_2635.JPG,1,0.18430549730761833
206,DSC_4465.JPG,1,0.25619520960761766
143,DSC_2752.JPG,10,0.047057328519770056
152,DSC_2959.JPG,1,0.13963615881969335
207,DSC_4341.JPG,4,0.17562309706543267
37,DSC_0721.JPG,9,0.06460772014979718
53,DSC_0901.JPG,1,0.21434599667339835
42,DSC_0762.JPG,1,0.2258294163121286
49,DSC_0724.JPG,1,0.15634732848998514
69,DSC_1440.JPG,1,0.2716315746995467
127,DSC_2272.JPG,9,0.11721478064273555
188,DSC_3883.JPG,1,0.17464646799571223
22,DSC_0291.JPG,1,0.21937396569198422
36,DSC_0712.JPG,1,0.19178042463585368
164,DSC_3199.JPG,1,0.15757575687711098
87,DSC_1647.JPG,9,0.09001967947366248
43,DSC_0770.JPG,10,0.05103286288596101
197,DSC_4125.JPG,1,0.20631019595747668
162,DSC_3183.JPG,1,0.22692115592850903
78,DSC_1717.JPG,5,0.18681931991414424
144,DSC_2760.JPG,1,0.1851755525739302
85,DSC_1745.JPG,1,0.26658195811175806
90,DSC_1674.JPG,10,0.02410743487923584
82,DSC_1726.JPG,1,0.2089231230544695
95,DSC_1743.JPG,4,0.15274336033437896
125,DSC_2256.JPG,5,0.1401182426724876
145,DSC_2768.JPG,5,0.15034813718462192
45,DSC_0692.JPG,4,0.16607115023112276
88,DSC_1656.JPG,10,0.06587424523708549
8,DSC_1372.JPG,1,0.20013786166290853
160,DSC_3167.JPG,9,0.10575751103572863
72,DSC_1498.JPG,4,0.19562123473454984
116,DSC_2116.JPG,4,0.19767676653824753
147,DSC_2788.JPG,4,0.16044086116951137
107,DSC_1958.JPG,1,0.2206118805598744
136,DSC_2651.JPG,1,0.24712081223032242
48,DSC_0716.JPG,4,0.1446025085046771
186,DSC_3984.JPG,4,0.16073478684103176
38,DSC_0729.JPG,9,0.09846755131960097
154,DSC_2975.JPG,1,0.15041868815420295
187,DSC_3992.JPG,1,0.2538168050309379
167,DSC_3223.JPG,10,0.022470848071419105
120,DSC_2150.JPG,4,0.18045491298028477
172,DSC_3417.JPG,1,0.14428455377659116
203,DSC_4549.JPG,10,0.031090842147329295
89,DSC_1665.JPG,10,0.021094200087356945
114,DSC_3771.JPG,1,0.23861731809108896
201,DSC_4301.JPG,1,0.28704531621492574
113,DSC_3763.JPG,1,0.21450438319923132
156,DSC_2992.JPG,1,0.16085676281271516
23,DSC_0305.JPG,1,0.2052600855180593
115,DSC_2108.JPG,1,0.18069735738974832
74,DSC_1516.JPG,10,0.06739434469142665
137,DSC_2659.JPG,1,0.2024942269444894
76,DSC_1534.JPG,1,0.198790895805198
208,DSC_4349.JPG,1,0.19458162556333009
18,DSC_0120.JPG,5,0.11229400733810975
150,DSC_2907.JPG,1,0.1974460169039697
159,DSC_3159.JPG,1,0.1533483724265732
190,DSC_3899.JPG,1,0.20290360023427545
103,DSC_1926.JPG,1,0.17070124648306703
118,DSC_2134.JPG,4,0.17195793848879137
194,DSC_4205.JPG,4,0.1789180672140404
