ID,Image,Best_MST_Orb,Lowest_RMSE
80,DSC_0703.JPG,9,0.12785053149034062
195,DSC_1745.JPG,10,0.11240582871743789
104,DSC_0909.JPG,5,0.1561674279038876
202,DSC_1809.JPG,9,0.11926869319225199
52,DSC_0457.JPG,9,0.1088036214982908
119,DSC_1045.JPG,4,0.19667862463459812
68,DSC_0603.JPG,10,0.015748986134770108
170,DSC_1510.JPG,10,0.03704181990339163
129,DSC_1137.JPG,10,0.020971323365060798
10,DSC_0077.JPG,9,0.13224173809884565
146,DSC_1289.JPG,9,0.1089291549564197
173,DSC_1537.JPG,5,0.15933527913723222
67,DSC_0593.JPG,5,0.1471729093429617
1,DSC_0033.JPG,10,0.038274534322399814
24,DSC_0195.JPG,10,0.037630487585289946
92,DSC_0808.JPG,9,0.13886306396577572
86,DSC_0754.JPG,5,0.18038784883281633
61,DSC_0538.JPG,10,0.06576302682717092
7,DSC_0059.JPG,10,0.08997162098283429
94,DSC_0825.JPG,5,0.173532151442257
27,DSC_0222.JPG,4,0.16953399526190804
44,DSC_0384.JPG,10,0.0747241014975919
191,DSC_1707.JPG,9,0.10750439065154635
102,DSC_0894.JPG,10,0.050134310897951964
151,DSC_1336.JPG,10,0.07733638441973376
132,DSC_1166.JPG,10,0.08882640299244604
55,DSC_0484.JPG,10,0.07914608935937127
130,DSC_1146.JPG,10,0.07828975571317699
133,DSC_1175.JPG,10,0.10786970049424514
145,DSC_1280.JPG,9,0.12036409858307033
11,DSC_0086.JPG,9,0.10641825865552652
39,DSC_0338.JPG,10,0.08782297933159172
186,DSC_1657.JPG,9,0.11544823496490203
154,DSC_1362.JPG,10,0.10823820565646985
23,DSC_0187.JPG,9,0.1487892925180003
74,DSC_0655.JPG,10,0.06902853528444614
91,DSC_0799.JPG,9,0.09522194698851626
118,DSC_1036.JPG,4,0.21561833996864688
208,DSC_1863.JPG,10,0.05392871314759624
127,DSC_1119.JPG,10,0.06481945788417988
143,DSC_1262.JPG,10,0.025292943999820836
188,DSC_1676.JPG,5,0.1467082539362179
77,DSC_0679.JPG,9,0.14149788606569955
38,DSC_0328.JPG,9,0.15251793361225371
96,DSC_0842.JPG,9,0.1531399324365057
33,DSC_0279.JPG,10,0.12084295727551315
157,DSC_1389.JPG,5,0.18616069435377136
128,DSC_1128.JPG,10,0.01642504791139796
193,DSC_1726.JPG,10,0.08846118860746766
30,DSC_0250.JPG,10,0.06755457231314384
99,DSC_0867.JPG,10,0.08592627166588253
184,DSC_1639.JPG,9,0.1282744566441895
139,DSC_1230.JPG,5,0.1588413675761593
131,DSC_1155.JPG,10,0.05432560211077119
37,DSC_0319.JPG,9,0.11469464714786623
163,DSC_1445.JPG,10,0.054270397498822634
88,DSC_0774.JPG,10,0.07858356579068242
28,DSC_0232.JPG,5,0.15566287139504933
8,DSC_0063.JPG,9,0.12746127099933435
141,DSC_1246.JPG,10,0.10114329382831899
56,DSC_0493.JPG,9,0.11952952439719236
97,DSC_0850.JPG,10,0.06439999410740524
51,DSC_0448.JPG,9,0.1071261265521768
64,DSC_0565.JPG,9,0.13932900683515043
153,DSC_1353.JPG,9,0.13036159376627252
161,DSC_1425.JPG,10,0.014076346119487717
166,DSC_1476.JPG,10,0.10085475640082678
166,DSC_1473.JPG,9,0.15289573500355777
200,DSC_1791.JPG,9,0.14298431804809736
155,DSC_1371.JPG,5,0.1910112940379084
192,DSC_1717.JPG,10,0.014671156455023697
189,DSC_1688.JPG,9,0.11725540645337823
58,DSC_0511.JPG,9,0.12993263125007296
124,DSC_1091.JPG,10,0.102768455938616
183,DSC_1630.JPG,10,0.08951351028252787
79,DSC_0695.JPG,10,0.016244321060718946
75,DSC_0663.JPG,9,0.1106361060835491
142,DSC_1254.JPG,10,0.08314235392209052
63,DSC_0556.JPG,10,0.0136892286316549
165,DSC_1464.JPG,9,0.12555752811968332
175,DSC_1556.JPG,9,0.14134250687617436
126,DSC_1109.JPG,10,0.06454244068324717
12,DSC_0094.JPG,10,0.06237879226023806
32,DSC_0268.JPG,10,0.09142390295882959
149,DSC_1317.JPG,9,0.13198406735460347
54,DSC_0475.JPG,10,0.09429160605825253
20,DSC_0160.JPG,5,0.1567412310083478
112,DSC_0979.JPG,5,0.1640452416858011
174,DSC_1546.JPG,9,0.1108393380780113
41,DSC_0357.JPG,10,0.013649290749615172
180,DSC_1603.JPG,10,0.09821251271706942
181,DSC_1612.JPG,9,0.1258163559454864
198,DSC_1772.JPG,10,0.07384637155354186
57,DSC_0502.JPG,9,0.1310177360394558
106,DSC_0926.JPG,10,0.07137574503079716
209,DSC_1872.JPG,10,0.07705727056412384
121,DSC_1063.JPG,5,0.15989299366707665
148,DSC_1308.JPG,5,0.15792874137068943
93,DSC_0817.JPG,9,0.14091652398249072
84,DSC_0736.JPG,10,0.059334704328502554
35,DSC_0300.JPG,9,0.13768251611312082
101,DSC_0884.JPG,10,0.061711867343221365
70,DSC_0621.JPG,10,0.08976763733607608
204,DSC_1827.JPG,9,0.1521995135985157
9,DSC_0069.JPG,10,0.108224877400333
135,DSC_1193.JPG,10,0.10906543981235578
205,DSC_1836.JPG,10,0.08249848199017452
31,DSC_0259.JPG,4,0.1956166654523537
199,DSC_1781.JPG,9,0.14206380286001238
50,DSC_0440.JPG,5,0.17731185504730557
3,DSC_0042.JPG,10,0.026152187990888563
196,DSC_1754.JPG,10,0.10436767824599516
123,DSC_1081.JPG,9,0.12057627319935882
117,DSC_1027.JPG,10,0.08294226109713283
138,DSC_1221.JPG,9,0.14436738335058966
178,DSC_1584.JPG,10,0.10345668809754353
5,DSC_0051.JPG,10,0.03436180231919095
