ID,Image,Best_MST_Orb,Lowest_RMSE
80,DSC_0703.JPG,5,0.21597042595504146
195,DSC_1745.JPG,9,0.17379585423104604
195,DSC_4109.JPG,4,0.1955707538913793
104,DSC_1934.JPG,1,0.21729525471691746
104,DSC_0909.JPG,5,0.1743242652285072
202,DSC_1809.JPG,5,0.18435972901554817
202,DSC_4309.JPG,1,0.20950815165013875
86,DSC_0754.JPG,1,0.2444377066414648
86,DSC_1754.JPG,5,0.19658480293804168
52,DSC_0457.JPG,4,0.23639082597377348
52,DSC_0893.JPG,1,0.16154594330202085
68,DSC_0602.JPG,10,0.13722942003175986
68,DSC_0603.JPG,10,0.12115318072517538
68,DSC_1431.JPG,5,0.18955147167077246
173,DSC_1537.JPG,4,0.22355323632680005
141,DSC_2736.JPG,1,0.18739302359764567
141,DSC_1246.JPG,5,0.21958513862317383
170,DSC_3409.JPG,1,0.20105786994494018
170,DSC_1510.JPG,10,0.15638918928786283
67,DSC_1341.JPG,1,0.248592386865353
67,DSC_0593.JPG,9,0.1625905538321075
1,DSC_0033.JPG,9,0.1935239701075135
24,DSC_0195.JPG,10,0.14125003105042183
92,DSC_0808.JPG,5,0.2148441057149579
92,DSC_1665.JPG,1,0.21242478997634692
61,DSC_0538.JPG,5,0.21547758328012231
7,DSC_0059.JPG,5,0.21824508937830855
94,DSC_0825.JPG,5,0.18823942754261486
94,DSC_1691.JPG,4,0.1727746538760204
128,DSC_1128.JPG,10,0.12581722212850072
128,DSC_2280.JPG,5,0.15768417803176316
27,DSC_0222.JPG,4,0.20297068967306908
44,DSC_0684.JPG,1,0.2051193929123439
44,DSC_0384.JPG,9,0.17297241508860658
191,DSC_3907.JPG,1,0.21425116543521117
191,DSC_1707.JPG,9,0.17135469134777034
193,DSC_4093.JPG,1,0.2548155870248469
193,DSC_1726.JPG,9,0.21883792441655403
56,DSC_0493.JPG,4,0.23883342441647534
56,DSC_0926.JPG,1,0.16688043492924756
30,DSC_0250.JPG,9,0.1920124076783201
99,DSC_0867.JPG,5,0.22471908396471416
99,DSC_1796.JPG,1,0.23795656569749882
184,DSC_3851.JPG,1,0.2794121096178113
184,DSC_1639.JPG,1,0.2876428600366817
64,DSC_0565.JPG,5,0.1909964188143584
119,DSC_1045.JPG,4,0.2060748857007536
119,DSC_2142.JPG,1,0.18599277788031104
153,DSC_2967.JPG,1,0.18083019682077048
