ID,Image,Best_MST_Orb,Lowest_RMSE
195,DSC_4109.JPG,1,0.1883637635668253
104,DSC_1934.JPG,1,0.20391976302954223
86,DSC_1754.JPG,1,0.1984442886432431
52,DSC_0893.JPG,1,0.2346315037712632
68,DSC_1431.JPG,1,0.2476203791021718
141,DSC_2736.JPG,1,0.20411302460998665
170,DSC_3409.JPG,1,0.17658743079591693
67,DSC_1341.JPG,1,0.16983898346062123
92,DSC_1665.JPG,1,0.1897201330633773
94,DSC_1691.JPG,1,0.16572982689581958
128,DSC_2280.JPG,1,0.24463089742994917
191,DSC_3907.JPG,1,0.21358143955873954
193,DSC_4093.JPG,1,0.17331554470696015
99,DSC_1796.JPG,1,0.21276985592321263
119,DSC_2142.JPG,1,0.20411302460998665
153,DSC_2967.JPG,1,0.18904311884519637
161,DSC_3175.JPG,1,0.23263826150147476
166,DSC_3215.JPG,1,0.18492444374396544
200,DSC_4293.JPG,1,0.2602847968017043
97,DSC_1756.JPG,1,0.20411302460998665
192,DSC_4189.JPG,1,0.37554921055947194
79,DSC_1857.JPG,1,0.3465399301931198
75,DSC_1525.JPG,1,0.19375065030105468
142,DSC_2744.JPG,1,0.16936760986462954
129,DSC_2288.JPG,1,0.3213043159161994
157,DSC_3000.JPG,1,0.3370131827212657
130,DSC_2296.JPG,1,0.17941495843516742
55,DSC_0918.JPG,1,0.1663137052010163
126,DSC_2264.JPG,1,0.32889240342445597
54,DSC_0910.JPG,1,0.20541269802522027
41,DSC_0754.JPG,1,0.18077142033879587
51,DSC_0740.JPG,1,0.12223859803228787
198,DSC_4133.JPG,1,0.1775278823306467
121,DSC_2158.JPG,1,0.24471265850566395
148,DSC_2796.JPG,1,0.1773895001737754
169,DSC_3393.JPG,1,0.17437625598649134
133,DSC_2627.JPG,1,0.3421193453488623
102,DSC_1918.JPG,1,0.32209441358715785
93,DSC_1717.JPG,1,0.27757933146510205
84,DSC_1572.JPG,1,0.28219851665560436
146,DSC_2776.JPG,1,0.2060747715470614
35,DSC_0704.JPG,1,0.14936208601722686
132,DSC_2619.JPG,1,0.2597237554062716
101,DSC_1910.JPG,1,0.1744679899889727
70,DSC_1449.JPG,1,0.25088295197197863
139,DSC_2675.JPG,1,0.19299482982585112
204,DSC_4449.JPG,1,0.20411302460998665
135,DSC_2643.JPG,1,0.19396727530787847
151,DSC_2951.JPG,1,0.18884408005914574
50,DSC_0732.JPG,1,0.21053126040754097
131,DSC_2305.JPG,1,0.2225020108147611
138,DSC_2667.JPG,1,0.19925735188049096
122,DSC_2166.JPG,1,0.2481954443727155
71,DSC_1458.JPG,1,0.176768005308232
158,DSC_3008.JPG,1,0.2001988361613686
163,DSC_3191.JPG,1,0.19767822857669723
73,DSC_1507.JPG,1,0.2347041913980297
46,DSC_0700.JPG,1,0.16112777544131388
134,DSC_2635.JPG,1,0.1984442886432431
206,DSC_4465.JPG,1,0.16728399807803823
143,DSC_2752.JPG,1,0.32248549014758404
152,DSC_2959.JPG,1,0.17474807702294748
207,DSC_4341.JPG,1,0.18068408668582006
37,DSC_0721.JPG,1,0.26661102121605174
53,DSC_0901.JPG,1,0.1741780054578371
42,DSC_0762.JPG,1,0.18271008318313275
127,DSC_2272.JPG,1,0.28150081312331254
22,DSC_0291.JPG,1,0.17680287058449295
36,DSC_0712.JPG,1,0.1563016460047053
164,DSC_3199.JPG,1,0.25664334963486596
87,DSC_1647.JPG,1,0.1693388616384634
43,DSC_0770.JPG,1,0.1792524771637617
197,DSC_4125.JPG,1,0.20126895657739746
78,DSC_1717.JPG,1,0.19396727530787847
144,DSC_2760.JPG,1,0.20820016917304135
85,DSC_1745.JPG,1,0.20126895657739746
90,DSC_1674.JPG,1,0.2905555586956064
82,DSC_1726.JPG,1,0.1749541017666739
95,DSC_1743.JPG,1,0.17174914949178877
125,DSC_2256.JPG,1,0.30020754218073625
145,DSC_2768.JPG,1,0.17776892355008359
45,DSC_0692.JPG,1,0.16729516504863248
88,DSC_1656.JPG,1,0.19887609687635927
8,DSC_1372.JPG,1,0.20820016917304135
160,DSC_3167.JPG,1,0.17220847393744912
72,DSC_1498.JPG,1,0.2001988361613686
147,DSC_2788.JPG,1,0.20126895657739746
136,DSC_2651.JPG,1,0.20305789306020394
38,DSC_0729.JPG,1,0.2977700072292731
187,DSC_3992.JPG,1,0.2107622460877493
167,DSC_3223.JPG,1,0.21355606318579037
120,DSC_2150.JPG,1,0.28682053664313617
172,DSC_3417.JPG,1,0.23568055214020567
203,DSC_4549.JPG,1,0.2001988361613686
89,DSC_1665.JPG,1,0.33193060183710754
201,DSC_4301.JPG,1,0.20820016917304135
156,DSC_2992.JPG,1,0.2617299111507829
23,DSC_0305.JPG,1,0.17094817532302117
115,DSC_2108.JPG,1,0.17471599083548245
74,DSC_1516.JPG,1,0.30894219299712505
18,DSC_0120.JPG,1,0.1671686201061666
150,DSC_2907.JPG,1,0.20935922334043744
159,DSC_3159.JPG,1,0.2755727269428818
118,DSC_2134.JPG,1,0.19628031829178927
194,DSC_4205.JPG,1,0.18420043507533704
